City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,inverell,-29.7833,151.1167,28.7,38,2,4.47,AU,2023-11-30 03:28:57
279,cacu,-18.5567,-51.1308,23.6,74,99,0.77,BR,2023-11-30 03:31:42
280,inarajan village,13.2736,144.7484,32.54,81,4,7.88,GU,2023-11-30 03:31:42
281,prince rupert,54.3161,-130.3201,8.83,66,100,9.26,CA,2023-11-30 03:31:42
282,nago,26.5881,127.9761,26.47,70,97,4.98,JP,2023-11-30 03:31:43
283,blackwater,-23.5833,148.8833,36.5,19,4,2.93,AU,2023-11-30 03:31:43
284,betong,5.7743,101.0723,28.16,79,89,0.62,TH,2023-11-30 03:31:44
285,el porvenir,13.7617,-87.3458,23.63,82,31,2.85,HN,2023-11-30 03:31:44
286,sarangani,5.4033,125.4636,27.86,79,98,8.26,PH,2023-11-30 03:31:44
287,al jawf,29.5,38.75,13.83,68,0,3.51,SA,2023-11-30 03:31:44
288,georgetown,5.4112,100.3354,29.96,74,20,3.6,MY,2023-11-30 03:31:45
289,zeya,53.75,127.2667,-11.95,48,6,1.85,RU,2023-11-30 03:31:45
290,libreville,0.3925,9.4537,26.01,94,75,3.09,GA,2023-11-30 03:31:45
291,takoradi,4.8845,-1.7554,25.92,86,72,2.25,GH,2023-11-30 03:31:46
292,nemuro,43.3236,145.575,0.09,41,38,9.59,JP,2023-11-30 03:31:46
293,malindi,-3.2175,40.1191,25.65,82,91,2.9,KE,2023-11-30 03:31:46
294,lavrio,37.7145,24.0565,15.97,73,0,3.44,GR,2023-11-30 03:31:46
295,port lincoln,-34.7333,135.8667,18.93,69,89,5.44,AU,2023-11-30 03:31:46
296,new norfolk,-42.7826,147.0587,17.62,59,100,3.4,AU,2023-11-30 03:31:47
297,taksimo,56.3444,114.8794,-16.45,79,97,0.73,RU,2023-11-30 03:29:16
298,boajibu,8.1833,-11.3333,22.03,94,86,0.69,SL,2023-11-30 03:31:47
299,williamson,30.6502,-97.6003,16.51,71,100,2.24,US,2023-11-30 03:31:48
300,saipan,15.1355,145.701,30.39,74,75,6.69,MP,2023-11-30 03:31:48
301,kalabo,-14.97,22.6814,19.92,86,95,2.13,ZM,2023-11-30 03:31:48
302,tayoltita,24.0833,-105.9333,14.68,61,0,2.01,MX,2023-11-30 03:31:48
303,bengkulu,-3.8004,102.2655,24.65,93,100,0.59,ID,2023-11-30 03:31:49
304,bom jesus,-9.0744,-44.3586,23.56,47,9,1.18,BR,2023-11-30 03:31:49
305,laguna,38.421,-121.4238,11.99,67,0,0.0,US,2023-11-30 03:26:53
306,china,25.7,-99.2333,16.89,93,98,0.91,MX,2023-11-30 03:31:49
307,tibigan,9.9518,123.9622,31.0,72,82,4.83,PH,2023-11-30 03:31:50
308,katabu,-4.9333,122.5167,31.04,63,44,2.35,ID,2023-11-30 03:31:50
309,barrouallie,13.2333,-61.2667,25.02,77,9,3.57,VC,2023-11-30 03:31:50
310,desnogorsk,54.1508,33.2815,-5.63,95,100,5.63,RU,2023-11-30 03:31:50
311,gunnedah,-30.9833,150.25,28.21,29,1,7.92,AU,2023-11-30 03:31:51
312,figuig (centre),32.1089,-1.2286,10.01,33,10,1.67,MA,2023-11-30 03:31:51
313,ceelbuur,4.685,46.6176,25.12,74,54,6.18,SO,2023-11-30 03:31:51
314,yasnyy,51.0333,59.8742,-3.33,78,100,10.07,RU,2023-11-30 03:31:51
315,nar'yan-mar,67.6713,53.087,-13.27,93,78,4.47,RU,2023-11-30 03:31:51
316,gadzhiyevo,69.2551,33.3362,-1.43,94,100,5.24,RU,2023-11-30 03:31:52
317,qusmuryn,52.4503,64.6311,0.42,98,100,5.2,KZ,2023-11-30 03:31:52
318,port saint john's,-31.6229,29.5448,16.83,73,36,1.47,ZA,2023-11-30 03:31:52
319,wynyard,-41.0,145.7167,17.09,58,99,4.16,AU,2023-11-30 03:30:27
320,pokhara,28.2333,83.9833,21.29,28,0,2.73,NP,2023-11-30 03:31:53
321,kelo,9.3086,15.8066,23.44,33,8,2.05,TD,2023-11-30 03:31:53
322,kone,-21.0595,164.8658,27.78,62,72,2.85,NC,2023-11-30 03:31:53
323,port augusta,-32.5,137.7667,26.85,31,100,3.42,AU,2023-11-30 03:31:28
324,tomatlan,19.9333,-105.25,22.4,85,12,1.29,MX,2023-11-30 03:31:54
325,hood river,45.7054,-121.5215,1.32,84,100,2.24,US,2023-11-30 03:31:54
326,linhares,-19.3911,-40.0722,22.66,93,100,1.14,BR,2023-11-30 03:28:31
327,acarau,-2.8856,-40.12,25.89,81,2,3.99,BR,2023-11-30 03:31:54
328,papar,5.7333,115.9333,33.0,64,84,2.29,MY,2023-11-30 03:31:55
329,klyuchi,52.2667,79.1667,2.85,64,100,4.55,RU,2023-11-30 03:31:55
330,ringkobing,56.0901,8.244,-3.88,92,60,3.78,DK,2023-11-30 03:31:55
331,ludington,43.9553,-86.4526,5.1,78,0,4.12,US,2023-11-30 03:31:56
332,lompoc,34.6391,-120.4579,14.08,89,0,1.34,US,2023-11-30 03:31:56
333,emerald,-23.5333,148.1667,34.63,24,5,2.41,AU,2023-11-30 03:31:56
334,san ignacio,17.1561,-89.0714,24.08,94,40,0.0,BZ,2023-11-30 03:30:05
335,san pedro pochutla,15.7333,-96.4667,23.76,91,60,1.88,MX,2023-11-30 03:31:57
336,lubango,-14.9172,13.4925,15.92,94,100,1.54,AO,2023-11-30 03:29:11
337,sitka,57.0531,-135.33,7.94,53,100,8.75,US,2023-11-30 03:31:57
338,kingscliff,-28.2667,153.5667,33.3,31,1,6.69,AU,2023-11-30 03:31:57
339,sinabang,2.4803,96.3801,28.81,66,90,1.02,ID,2023-11-30 03:31:57
340,selfoss,63.9331,-20.9971,0.13,93,95,2.57,IS,2023-11-30 03:31:58
341,iwanai,42.9744,140.5089,-4.91,79,100,7.93,JP,2023-11-30 03:31:58
342,vila franca do campo,37.7167,-25.4333,17.16,99,100,14.97,PT,2023-11-30 03:31:58
343,novyy urgal,51.0736,132.5642,-18.86,72,39,0.22,RU,2023-11-30 03:31:58
344,taro,-8.3862,115.28,25.0,81,69,1.6,ID,2023-11-30 03:31:59
345,abrisham,32.558,51.5731,-2.43,48,0,0.24,IR,2023-11-30 03:31:59
346,dhanaula,30.2833,75.5833,19.4,58,80,3.07,IN,2023-11-30 03:31:59
347,mamou,10.5,-12.0,20.77,81,100,0.83,GN,2023-11-30 03:32:00
348,ad darb,17.7229,42.2526,26.5,81,0,2.36,SA,2023-11-30 03:32:00
349,fonte boa,-2.4959,-66.2662,22.82,99,100,1.14,BR,2023-11-30 03:32:00
350,nelson bay,-32.7167,152.15,30.03,53,61,2.26,AU,2023-11-30 03:32:00
351,xining,36.6167,101.7667,-0.75,52,2,0.61,CN,2023-11-30 03:32:00
352,marks,51.7111,46.7486,-1.02,98,100,7.61,RU,2023-11-30 03:32:01
353,uturoa,-16.7333,-151.4333,27.09,82,97,8.95,PF,2023-11-30 03:32:01
354,kaitong,44.8135,123.15,-8.58,62,3,4.28,CN,2023-11-30 03:32:01
355,umina beach,-33.5178,151.3094,27.79,58,94,0.77,AU,2023-11-30 03:32:02
356,sharm el-sheikh,27.8518,34.305,21.38,44,0,2.64,EG,2023-11-30 03:32:02
357,the pas,53.8251,-101.2541,-8.99,79,100,4.63,CA,2023-11-30 03:32:03
358,constitucion,-35.3333,-72.4167,12.89,84,0,5.15,CL,2023-11-30 03:31:46
359,derzhavinsk,51.1,66.3167,-2.92,90,96,10.05,KZ,2023-11-30 03:32:03
360,meleuz,52.9667,55.9167,-6.89,91,34,1.89,RU,2023-11-30 03:32:04
361,ballina,-28.8667,153.5667,32.1,37,3,3.09,AU,2023-11-30 03:32:04
362,vilyuysk,63.7553,121.6247,-11.11,90,100,6.26,RU,2023-11-30 03:32:04
363,axim,4.8699,-2.2405,25.97,86,91,2.26,GH,2023-11-30 03:32:05
364,saint john,45.2727,-66.0677,-5.0,85,0,1.03,CA,2023-11-30 03:28:22
365,san felipe,10.3399,-68.7425,22.69,96,63,1.47,VE,2023-11-30 03:32:06
366,korla,41.7597,86.1469,4.06,42,79,0.67,CN,2023-11-30 03:32:06
367,sao paulo de olivenca,-3.3783,-68.8725,23.01,99,100,0.94,BR,2023-11-30 03:32:06
368,mondim de basto,41.4135,-7.9548,13.55,98,100,2.6,PT,2023-11-30 03:32:07
369,carutapera,-1.195,-46.02,25.01,82,7,2.5,BR,2023-11-30 03:32:07
370,wentworth falls,-33.7167,150.3833,21.79,46,73,4.54,AU,2023-11-30 03:32:07
371,shalkar,47.8288,59.6258,-1.07,77,32,3.15,KZ,2023-11-30 03:32:08
372,weno,7.4515,151.8468,30.97,74,40,3.6,FM,2023-11-30 03:32:08
373,nguigmi,14.2495,13.1092,23.93,20,93,5.44,NE,2023-11-30 03:32:08
374,novo aripuana,-5.1206,-60.3797,24.86,80,95,0.42,BR,2023-11-30 03:32:09
375,dymer,50.7865,30.3026,-3.91,84,59,7.38,UA,2023-11-30 03:32:09
376,mokhsogollokh,61.4681,128.9203,-13.76,92,100,5.69,RU,2023-11-30 03:32:09
377,xankandi,39.8177,46.7528,7.92,36,69,2.66,AZ,2023-11-30 03:32:10
378,palikir - national government center,6.9248,158.1611,31.47,79,100,5.14,FM,2023-11-30 03:29:44
379,nasir,15.5894,32.5634,25.38,35,56,5.13,SD,2023-11-30 03:32:10
380,safi,32.1667,-8.8333,13.54,73,81,1.88,MA,2023-11-30 03:32:11
381,zouerate,22.7187,-12.4521,17.83,13,48,3.53,MR,2023-11-30 03:32:11
382,massenya,11.4039,16.1705,24.27,24,9,3.76,TD,2023-11-30 03:32:12
383,tsiombe,-25.3,45.4833,26.72,67,47,3.14,MG,2023-11-30 03:32:12
384,moyale,3.5167,39.0584,18.51,47,70,3.94,KE,2023-11-30 03:32:12
385,atotonilco el alto,20.55,-102.5167,15.29,83,48,0.56,MX,2023-11-30 03:32:12
386,lhokseumawe,5.1801,97.1507,28.07,76,100,1.28,ID,2023-11-30 03:32:13
387,tobelo,1.7284,128.0095,29.2,71,100,2.53,ID,2023-11-30 03:32:13
388,beryozovsky,56.9083,60.8019,-5.03,92,100,5.0,RU,2023-11-30 03:32:14
389,punta arenas,-53.15,-70.9167,7.06,81,75,6.17,CL,2023-11-30 03:32:06
390,tulun,54.5611,100.5792,-10.8,82,100,0.35,RU,2023-11-30 03:32:14
391,touros,-5.1989,-35.4608,25.52,84,90,4.4,BR,2023-11-30 03:32:15
392,whistler,50.1164,-122.9695,-3.02,82,100,0.19,CA,2023-11-30 03:30:31
393,cabo san lucas,22.8909,-109.9124,24.86,80,0,3.09,MX,2023-11-30 03:28:29
394,lianjiang,21.6467,110.2817,25.71,66,100,3.05,CN,2023-11-30 03:32:16
395,trenggalek,-8.05,111.7167,29.64,73,63,2.84,ID,2023-11-30 03:32:16
396,baikonur,45.6167,63.3167,-0.26,68,2,0.66,KZ,2023-11-30 03:32:17
397,altinyayla,39.2725,36.751,-0.73,83,99,2.5,TR,2023-11-30 03:32:17
398,kill devil hills,36.0307,-75.676,5.55,63,0,2.06,US,2023-11-30 03:32:17
399,rudnichnyy,59.617,52.4703,-14.55,99,100,1.4,RU,2023-11-30 03:32:18
400,necochea,-38.5473,-58.7368,16.52,69,0,3.94,AR,2023-11-30 03:32:18
401,villa gesell,-37.2639,-56.973,16.78,83,0,3.52,AR,2023-11-30 03:32:19
402,siocon,7.7061,122.1353,30.45,71,99,1.94,PH,2023-11-30 03:32:19
403,karaton,-6.3424,106.1045,30.93,63,83,1.08,ID,2023-11-30 03:32:20
404,mossel bay,-34.1831,22.146,13.96,64,54,4.68,ZA,2023-11-30 03:32:20
405,bhimunipatnam,17.8833,83.4333,26.73,61,46,4.5,IN,2023-11-30 03:32:20
406,cockburn town,21.4612,-71.1419,26.5,79,59,6.82,TC,2023-11-30 03:32:21
407,alexandria,31.2156,29.9553,16.61,74,97,1.44,EG,2023-11-30 03:32:21
408,am timan,11.0297,20.2827,23.44,24,81,2.88,TD,2023-11-30 03:32:22
409,tembisa,-25.9964,28.2268,13.5,81,42,4.47,ZA,2023-11-30 03:32:22
410,cadale,2.7603,46.3222,26.36,82,93,6.94,SO,2023-11-30 03:32:23
411,nadym,65.5333,72.5167,-7.93,95,100,5.46,RU,2023-11-30 03:32:23
412,port isabel,26.0734,-97.2086,21.12,91,100,4.12,US,2023-11-30 03:29:01
413,north bend,43.4065,-124.2243,9.4,81,100,1.54,US,2023-11-30 03:32:24
414,kayenta,36.7278,-110.2546,2.3,52,100,0.42,US,2023-11-30 03:32:18
415,ugoofaaru,5.6667,73.0,28.03,75,93,1.14,MV,2023-11-30 03:32:25
416,ratnagiri,16.9833,73.3,27.23,64,45,2.49,IN,2023-11-30 03:32:26
417,el granada,37.5027,-122.4694,13.51,80,0,1.54,US,2023-11-30 03:32:26
418,bubaque,11.2833,-15.8333,27.89,58,4,3.78,GW,2023-11-30 03:32:27
419,luanda,-8.8368,13.2343,24.0,94,75,1.03,AO,2023-11-30 03:32:27
420,puerto aysen,-45.4,-72.7,10.17,99,100,2.43,CL,2023-11-30 03:32:27
421,ndele,8.4109,20.6473,21.71,82,82,1.45,CF,2023-11-30 03:32:28
422,faya-largeau,17.9257,19.1043,22.59,28,3,6.05,TD,2023-11-30 03:32:28
423,yabelo,4.8833,38.0833,14.61,49,19,3.91,ET,2023-11-30 03:32:29
424,rawson,-43.3002,-65.1023,19.4,38,3,7.31,AR,2023-11-30 03:32:29
425,saint-philippe,-21.3585,55.7679,25.77,77,27,4.7,RE,2023-11-30 03:32:30
426,wolow,51.3366,16.6443,0.09,83,99,2.66,PL,2023-11-30 03:32:30
427,kapa'a,22.0752,-159.319,23.99,87,75,6.17,US,2023-11-30 03:32:30
428,erechim,-27.6342,-52.2739,18.37,96,5,0.66,BR,2023-11-30 03:32:31
429,belmonte,-15.8631,-38.8828,24.4,80,79,3.67,BR,2023-11-30 03:32:31
430,vokhtoga,58.8147,41.0461,-7.11,84,100,5.2,RU,2023-11-30 03:32:32
431,kodinsk,58.6881,99.1844,-15.87,97,99,0.59,RU,2023-11-30 03:32:32
432,sandnessjoen,66.0217,12.6316,-4.71,70,100,5.36,NO,2023-11-30 03:32:32
433,aasiaat,68.7098,-52.8699,-2.66,79,83,3.11,GL,2023-11-30 03:32:33
434,majene,-3.5403,118.9707,29.27,73,93,1.94,ID,2023-11-30 03:32:33
435,inongo,-1.95,18.2667,21.3,94,100,1.73,CD,2023-11-30 03:32:33
436,tambopata,-12.7333,-69.1833,22.69,98,90,0.92,PE,2023-11-30 03:32:34
437,nova xavantina,-14.6667,-52.35,26.78,40,49,1.02,BR,2023-11-30 03:32:34
438,antonio enes,-16.2325,39.9086,26.83,78,90,4.3,MZ,2023-11-30 03:32:34
439,balaklava,44.5,33.6,7.99,64,93,2.21,UA,2023-11-30 03:32:35
440,arkhangel'sk,64.5401,40.5433,-13.82,98,65,1.79,RU,2023-11-30 03:32:35
441,houghton,47.1219,-88.569,3.79,76,0,5.14,US,2023-11-30 03:32:35
442,kavieng,-2.5744,150.7967,29.35,72,95,4.8,PG,2023-11-30 03:32:36
443,labrador city,52.9463,-66.9114,-24.05,77,0,2.57,CA,2023-11-30 03:30:10
444,kadugli,11.0167,29.7167,24.44,38,50,3.76,SD,2023-11-30 03:32:36
445,tra vinh,9.9347,106.3453,31.31,60,66,5.62,VN,2023-11-30 03:32:37
446,tezu,27.9167,96.1667,24.96,28,12,1.29,IN,2023-11-30 03:32:37
447,pyt-yakh,60.7499,72.8582,-10.19,94,85,1.83,RU,2023-11-30 03:32:37
448,mukalla,14.5425,49.1242,25.7,60,10,0.86,YE,2023-11-30 03:32:38
449,wellington,-41.2866,174.7756,17.81,52,30,9.26,NZ,2023-11-30 03:30:59
450,sayanogorsk,53.0875,91.3997,-9.21,80,44,0.6,RU,2023-11-30 03:32:38
451,natchitoches,31.7668,-93.1335,7.47,81,0,1.54,US,2023-11-30 03:32:39
452,veraval,20.9,70.3667,23.48,58,0,4.09,IN,2023-11-30 03:32:39
453,rio grande,-32.035,-52.0986,21.08,92,100,5.65,BR,2023-11-30 03:27:40
454,kiffa,16.6166,-11.4045,22.57,15,1,3.54,MR,2023-11-30 03:32:40
455,westport,41.1415,-73.3579,1.57,52,75,4.12,US,2023-11-30 03:28:49
456,takanabe,32.1333,131.5,14.94,45,99,4.17,JP,2023-11-30 03:32:40
457,crane,31.3974,-102.3501,9.58,88,82,9.09,US,2023-11-30 03:32:41
458,lucapa,-8.4192,20.7447,17.43,98,100,0.94,AO,2023-11-30 03:32:41
459,vangviang,18.9333,102.45,30.0,51,48,1.16,LA,2023-11-30 03:32:41
460,corinto,37.9407,22.9573,12.72,76,6,3.36,GR,2023-11-30 03:32:42
461,horishni plavni,49.0097,33.6455,-1.7,73,15,4.74,UA,2023-11-30 03:32:42
462,bandrele,-12.9067,45.1914,27.86,78,20,3.6,YT,2023-11-30 03:32:42
463,broken hill,-31.95,141.4333,25.53,33,73,5.3,AU,2023-11-30 03:31:26
464,motygino,58.1831,94.7592,-11.79,94,100,0.45,RU,2023-11-30 03:32:43
465,dharangaon,21.0167,75.2667,24.36,73,8,4.27,IN,2023-11-30 03:32:43
466,sal rei,16.1833,-22.9167,24.08,71,98,2.55,CV,2023-11-30 03:32:43
467,malkapur,20.8833,76.2,24.41,72,62,4.57,IN,2023-11-30 03:32:44
468,ulsteinvik,62.3432,5.8487,0.97,66,100,1.34,NO,2023-11-30 03:32:44
469,vernon,50.2581,-119.2691,1.74,64,56,2.06,CA,2023-11-30 03:32:44
470,ramadi,33.4226,43.3058,11.83,48,10,3.92,IQ,2023-11-30 03:32:44
471,magadan,59.5667,150.8,-19.15,82,56,1.8,RU,2023-11-30 03:32:45
472,ciudad bolivar,8.1222,-63.5497,25.64,76,48,4.86,VE,2023-11-30 03:32:45
473,galeras,9.161,-75.0481,24.09,92,69,3.93,CO,2023-11-30 03:32:45
474,quibala,-10.7337,14.98,16.84,97,100,0.85,AO,2023-11-30 03:32:45
475,cascavel,-24.9558,-53.4553,20.34,94,23,1.56,BR,2023-11-30 03:32:46
476,rexburg,43.826,-111.7897,-6.77,62,64,0.8,US,2023-11-30 03:32:46
477,severobaykal'sk,55.65,109.3167,-14.16,81,100,1.1,RU,2023-11-30 03:32:46
478,abu dhabi,24.4667,54.3667,26.64,59,40,1.03,AE,2023-11-30 03:31:40
479,zakynthos,37.7914,20.8953,11.47,64,0,3.23,GR,2023-11-30 03:32:47
480,bikenibeu village,1.3673,173.1241,30.98,70,75,3.09,KI,2023-11-30 03:32:47
481,ruteng,-8.6136,120.4721,23.73,73,66,0.15,ID,2023-11-30 03:32:47
482,castillos,-34.1667,-53.8333,19.46,91,85,1.88,UY,2023-11-30 03:32:47
483,eyl,7.9803,49.8164,25.96,66,100,9.27,SO,2023-11-30 03:32:48
484,khandyga,62.6667,135.6,-26.54,98,100,2.07,RU,2023-11-30 03:32:48
485,arkalyk,50.2486,66.9114,-3.19,88,100,10.16,KZ,2023-11-30 03:32:48
486,decorah,43.3033,-91.7857,2.51,87,0,1.54,US,2023-11-30 03:31:04
487,kiunga,-6.1219,141.2906,34.56,48,82,0.6,PG,2023-11-30 03:32:48
488,san andres,12.5847,-81.7006,29.01,84,20,6.17,CO,2023-11-30 03:32:49
489,pacific grove,36.6177,-121.9166,13.82,87,75,1.54,US,2023-11-30 03:32:49
490,nouadhibou,20.931,-17.0347,20.52,67,100,2.51,MR,2023-11-30 03:32:49
491,sechura,-5.5569,-80.8222,20.75,75,21,4.02,PE,2023-11-30 03:32:49
492,tranqueras,-31.2,-55.75,17.98,97,40,1.17,UY,2023-11-30 03:32:49
493,stowbtsy,53.4785,26.7434,-6.78,91,100,5.44,BY,2023-11-30 03:32:50
494,christchurch,-43.5333,172.6333,13.56,76,100,4.63,NZ,2023-11-30 03:29:34
495,sterling,39.0062,-77.4286,3.0,48,75,3.6,US,2023-11-30 03:32:50
496,benjamin constant,-4.3831,-70.0311,25.07,98,100,0.4,BR,2023-11-30 03:32:50
497,shagonar,51.5333,92.8,-18.11,98,93,1.25,RU,2023-11-30 03:32:50
498,binzhou,37.3667,118.0167,1.54,22,0,3.9,CN,2023-11-30 03:32:51
499,sabang,5.8933,95.3214,26.72,79,100,3.0,ID,2023-11-30 03:32:51
500,muisne,0.6,-80.0333,24.26,80,100,2.28,EC,2023-11-30 03:32:51
501,beek,50.9408,5.7972,2.79,93,100,0.51,NL,2023-11-30 03:32:51
502,bamboo flat,11.7,92.7167,29.05,74,75,4.12,IN,2023-11-30 03:32:51
503,khromtau,50.2503,58.4347,-5.08,79,56,7.81,KZ,2023-11-30 03:32:52
504,valdosta,30.8327,-83.2785,4.99,85,0,0.0,US,2023-11-30 03:32:07
505,kalmunai,7.4167,81.8167,26.36,86,96,4.19,LK,2023-11-30 03:32:52
506,moses lake,47.1301,-119.2781,-1.62,86,100,0.0,US,2023-11-30 03:30:27
507,camana,-16.6228,-72.7111,19.57,80,84,1.87,PE,2023-11-30 03:32:52
508,irbit,57.6705,63.071,-5.11,95,100,2.23,RU,2023-11-30 03:32:53
509,la paz,-16.5,-68.15,10.99,75,75,6.17,BO,2023-11-30 03:32:53
510,kharan,28.5833,65.4167,19.16,31,16,0.88,PK,2023-11-30 03:32:53
511,kiomboi,-4.2667,34.3667,18.13,82,94,1.35,TZ,2023-11-30 03:32:53
512,ryotsu-minato,38.0833,138.4333,4.74,68,99,11.35,JP,2023-11-30 03:32:53
513,tselinnoye,53.0833,85.6667,-4.31,84,100,2.2,RU,2023-11-30 03:32:54
514,mancio lima,-7.6142,-72.8958,26.04,94,75,2.06,BR,2023-11-30 03:32:54
515,halifax,44.6453,-63.5724,-1.96,81,37,4.92,CA,2023-11-30 03:29:28
516,montmagny,48.9734,2.3469,3.88,94,95,3.09,FR,2023-11-30 03:32:54
517,howard springs,-12.497,131.047,37.21,59,46,4.41,AU,2023-11-30 03:32:54
518,polessk,54.862,21.1028,-5.97,92,36,2.42,RU,2023-11-30 03:32:55
519,taroa,8.7058,171.2275,28.07,77,15,7.96,MH,2023-11-30 03:32:55
520,bethanie,-26.4833,17.15,21.56,15,2,1.61,NA,2023-11-30 03:32:55
521,kapit,2.0167,112.9333,31.86,65,94,1.06,MY,2023-11-30 03:32:55
522,dame-marie,18.5667,-74.4167,25.29,81,36,3.28,HT,2023-11-30 03:32:55
523,hafar al-batin,28.4328,45.9708,11.32,76,0,3.09,SA,2023-11-30 03:32:56
524,ayorou,14.7308,0.9174,25.67,14,96,3.89,NE,2023-11-30 03:32:56
525,oulainen,64.2667,24.8,-13.74,99,81,1.62,FI,2023-11-30 03:31:19
526,djougou,9.7085,1.666,24.54,56,53,1.92,BJ,2023-11-30 03:32:56
527,port pirie,-33.1833,138.0167,25.44,43,100,4.4,AU,2023-11-30 03:32:56
528,bhamo,24.2667,97.2333,24.26,50,100,1.37,MM,2023-11-30 03:32:56
529,venkatagiri,13.9667,79.5833,23.26,76,100,1.6,IN,2023-11-30 03:32:57
530,afaahiti,-17.75,-149.2833,27.93,89,99,9.25,PF,2023-11-30 03:32:57
531,sittwe,20.15,92.9,26.15,64,100,2.32,MM,2023-11-30 03:32:57
532,fort stockton,30.894,-102.8793,12.03,70,0,7.2,US,2023-11-30 03:32:57
533,gibara,21.1097,-76.1317,24.62,86,99,3.39,CU,2023-11-30 03:32:58
534,pasni,25.2631,63.471,23.52,68,14,3.25,PK,2023-11-30 03:32:58
535,fisterra,42.9049,-9.2629,12.79,67,100,7.25,ES,2023-11-30 03:32:58
536,nishinoomote,30.7333,131.0,15.31,72,75,8.23,JP,2023-11-30 03:32:58
537,ambovombe,-25.1667,46.0833,25.95,70,27,3.0,MG,2023-11-30 03:32:58
538,loreto,22.2667,-101.9667,16.95,57,98,1.37,MX,2023-11-30 03:32:59
539,kolonia,50.9333,6.95,2.14,91,20,1.03,DE,2023-11-30 03:30:01
540,mugia,43.1041,-9.2179,12.87,66,100,6.85,ES,2023-11-30 03:32:59
541,la'ie,21.6477,-157.9253,24.66,85,70,3.12,US,2023-11-30 03:32:59
542,park forest village,40.8067,-77.9169,0.2,61,75,0.0,US,2023-11-30 03:32:59
543,bayanhongor,46.7167,100.1167,-15.32,54,0,0.51,MN,2023-11-30 03:33:00
544,silivri,41.0802,28.226,9.03,75,92,8.29,TR,2023-11-30 03:33:00
545,saynshand,44.8824,110.1163,-14.87,67,95,2.0,MN,2023-11-30 03:33:00
546,naha,26.2125,127.6811,26.38,57,75,5.14,JP,2023-11-30 03:29:26
547,santo antonio,-6.3106,-35.4789,23.58,86,34,3.28,BR,2023-11-30 03:33:00
548,cariamanga,-4.3333,-79.55,10.99,91,70,0.41,EC,2023-11-30 03:33:01
549,patterson,37.4716,-121.1297,11.79,80,6,2.1,US,2023-11-30 03:33:01
550,laojunmiao,39.8333,97.7333,-0.22,25,0,3.15,CN,2023-11-30 03:33:01
551,ixtapa,20.7,-105.2,26.57,83,0,1.54,MX,2023-11-30 03:33:01
552,puerto deseado,-47.7503,-65.8938,15.8,42,73,11.89,AR,2023-11-30 03:33:01
553,wurzburg,49.7878,9.9361,1.93,99,100,1.48,DE,2023-11-30 03:29:30
554,mejit,10.2753,170.8646,27.67,77,100,9.11,MH,2023-11-30 03:33:02
555,ipora,-16.4419,-51.1178,23.45,50,91,1.42,BR,2023-11-30 03:33:03
556,anloga,5.7947,0.8973,27.26,81,98,3.83,GH,2023-11-30 03:33:03
557,battagram,34.6772,73.0233,13.26,60,100,0.82,PK,2023-11-30 03:33:03
558,tanjung pandan,-2.75,107.65,30.41,68,89,1.31,ID,2023-11-30 03:33:04
